problem_ordinal,example_idx,steps,our,weak,strong,our_power,weak_power,strong_power,speedup_vs_weak,speedup_vs_strong,power_vs_weak,power_vs_strong
17,17,11,10609.620272859669,11923.56341525735,7630.331827501624,5814.526166592205,7582.4143095641375,6470.028144236367,1.1238445023106869,0.7191899079574672,1.3040468117814081,1.1127352356603701
18,18,21,26513.165105249376,23707.11511098208,16555.208812680456,12388.45578846965,15097.546523038147,12255.735305942137,0.8941638999671252,0.6244146538884061,1.2186786457348413,0.9892867614177515
19,19,24,5447.830203336388,6380.700181534229,4125.204493831335,2534.4763403144893,4130.801185548217,3162.920047499594,1.1712369775450284,0.757219725993838,1.6298440509551764,1.2479580089933389
20,20,1,435.0590555052246,435.0590555052246,435.0590555052246,179.4577922821045,282.3428754692908,296.7459764480591,1.0,1.0,1.5733107594762603,1.6535697484875977
21,21,24,10035.480886878213,10412.964645351149,7257.551029863389,4740.141272508251,6742.973561365865,5571.913593366754,1.037614914793621,0.723189163695476,1.422525864466021,1.175474162696921
22,22,10,6684.386319685401,6646.989492349781,4698.0435771778075,3041.155535667572,4269.755445114924,3580.440221037836,0.994405346198276,0.7028384286141798,1.4039911458121654,1.1773288735302663
23,23,10,5471.385701309888,6043.41793100227,4075.199215006177,2717.596603902728,3863.2346183765912,3217.7913597545294,1.1045497906600579,0.7448203138065272,1.4215629401466787,1.1840577645458763
24,24,9,21329.381297025877,23380.60799162449,16605.403632354748,10938.633776934957,14570.576617314508,11606.862344622612,1.0961690667926045,0.7785225178880444,1.3320289274185055,1.0610888508852605
25,25,11,6158.334663738062,7740.834708699487,4810.513576762414,3207.6969292865297,4931.493478648095,3910.7065683603287,1.2569688286477207,0.7811387070416971,1.5373938334457864,1.2191633606826333
26,26,9,4747.123946987121,5898.942920468872,3526.1313350794676,2632.2684269970096,3729.944378941007,2952.977615594864,1.2426351168295873,0.7427931889828606,1.417007604804297,1.1218375699486436
27,27,8,8259.18424394071,8711.992275919898,6048.692852510047,4418.558376920607,5549.037759818666,5005.092447641196,1.0548247888175382,0.7323595979769583,1.2558480134160672,1.1327433114348389
28,28,6,3682.3706554015994,3714.9843616700687,2697.9318699554324,1715.9601203518587,2382.5040168387536,2072.441617369652,1.0088567146874878,0.7326616797789999,1.3884378713592829,1.2077446280888489
29,29,4,7562.991607827704,8321.065836763646,6478.104731201117,4053.417330094551,5172.040050653344,4573.987430393696,1.100234704498592,0.8565532089836345,1.275970281237412,1.128427462041517
30,30,7,16393.683349421284,17910.516183643747,11847.56267726552,8930.498359457491,11199.363651223855,8762.391017496586,1.0925254442148298,0.7226907110953654,1.2540580828127708,0.981176040216963
31,31,29,14323.788780862169,15362.505869916162,10901.722903810243,7467.941014302549,9858.143269205357,8267.390796154968,1.0725169230672968,0.7610921293656533,1.3200617479871772,1.1070508966690176
32,32,5,1693.329321513208,1488.8871170184082,1308.8747776228272,677.2031701213684,966.2355016393468,903.6483128070831,0.8792661286275345,0.7729593771241018,1.4268029806567177,1.3343828745590944
33,33,6,3025.2057671909547,3342.577557354956,2259.5006021854615,1479.7254503414274,2135.189425726881,1789.5118921995163,1.1049091581161092,0.7468915426151371,1.442963237020904,1.2093539999508758
